Medal,Name,Sex,NOC,Event,Sport,City,Team,Games,Year,Weight,Height,Age,Season,ID
Bronze,SMULDERS Merel,W,NED,Women,Cycling BMX Racing,Tokyo,Netherlands,2020 Tokyo,2020,121,164,21,Summer,0
Gold,MINOBE Kazuyasu,M,JPN,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,Japan,2020 Tokyo,2020,77,141,30,Summer,0
Gold,KANO Koki,M,JPN,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,Japan,2020 Tokyo,2020,131,176,19,Summer,0
Gold,YAMADA Masaru,M,JPN,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,Japan,2020 Tokyo,2020,64,187,34,Summer,0
Gold,UYAMA Satoru,M,JPN,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,Japan,2020 Tokyo,2020,119,176,29,Summer,0
Silver,BIDA Sergey,M,ROC,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,,2020 Tokyo,2020,144,188,28,Summer,0
Silver,KHODOS Sergey,M,ROC,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,,2020 Tokyo,2020,147,197,31,Summer,0
Silver,SUKHOV Pavel,M,ROC,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,,2020 Tokyo,2020,130,148,25,Summer,0
Silver,GLAZKOV Nikita,M,ROC,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,,2020 Tokyo,2020,119,194,29,Summer,0
Bronze,KWEON Youngjun,M,KOR,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,56,171,25,Summer,0
Bronze,PARK Sangyoung,M,KOR,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,96,147,30,Summer,0
Bronze,MA Segeon,M,KOR,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,130,141,30,Summer,0
Bronze,SONG Jaeho,M,KOR,Men's &Eacute;p&eacute;e Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,131,142,26,Summer,0
Gold,KRPALEK Lukas,M,CZE,Men +100 kg,Judo,Tokyo,Czech Republic,2020 Tokyo,2020,116,178,29,Summer,0
Silver,TUSHISHVILI Guram,M,GEO,Men +100 kg,Judo,Tokyo,Georgia,2020 Tokyo,2020,131,142,29,Summer,0
Bronze,RINER Teddy,M,FRA,Men +100 kg,Judo,Tokyo,France,2020 Tokyo,2020,78,185,25,Summer,0
Bronze,BASHAEV Tamerlan,M,ROC,Men +100 kg,Judo,Tokyo,,2020 Tokyo,2020,85,194,23,Summer,0
Gold,SONE Akira,W,JPN,Women +78 kg,Judo,Tokyo,Japan,2020 Tokyo,2020,53,206,34,Summer,0
Silver,ORTIZ Idalys,W,CUB,Women +78 kg,Judo,Tokyo,Cuba,2020 Tokyo,2020,127,181,30,Summer,0
Bronze,DICKO Romane,W,FRA,Women +78 kg,Judo,Tokyo,France,2020 Tokyo,2020,131,183,24,Summer,0
Bronze,KINDZERSKA Iryna,W,AZE,Women +78 kg,Judo,Tokyo,Azerbaijan,2020 Tokyo,2020,118,166,32,Summer,0
Gold,BOND Hamish,M,NZL,Men's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,66,156,18,Summer,0
Gold,BOSWORTH Sam,M,NZL,Men's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,55,158,19,Summer,0
Gold,BRAKE Michael,M,NZL,Men's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,111,184,29,Summer,0
Gold,KIRKHAM Shaun,M,NZL,Men's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,94,209,18,Summer,0
Gold,MACDONALD Matt,M,NZL,Men's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,85,204,33,Summer,0
Gold,MACKINTOSH Thomas,M,NZL,Men's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,145,171,26,Summer,0
Gold,MURRAY Tom,M,NZL,Men's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,119,174,19,Summer,0
Gold,WILLIAMSON Daniel,M,NZL,Men's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,75,167,19,Summer,0
Gold,WILSON Phillip,M,NZL,Men's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,79,163,19,Summer,0
Silver,FOLLERT Laurits,M,GER,Men's Eight,Rowing,Tokyo,Germany,2020 Tokyo,2020,54,176,30,Summer,0
Silver,JAKSCHIK Malte,M,GER,Men's Eight,Rowing,Tokyo,Germany,2020 Tokyo,2020,88,201,27,Summer,0
Silver,JOHANNESEN Torben,M,GER,Men's Eight,Rowing,Tokyo,Germany,2020 Tokyo,2020,50,196,25,Summer,0
Silver,OCIK Hannes,M,GER,Men's Eight,Rowing,Tokyo,Germany,2020 Tokyo,2020,141,166,31,Summer,0
Silver,SAUER Martin,M,GER,Men's Eight,Rowing,Tokyo,Germany,2020 Tokyo,2020,94,146,29,Summer,0
Silver,SCHMIDT Richard,M,GER,Men's Eight,Rowing,Tokyo,Germany,2020 Tokyo,2020,117,186,19,Summer,0
Silver,SCHNEIDER Jakob,M,GER,Men's Eight,Rowing,Tokyo,Germany,2020 Tokyo,2020,124,148,27,Summer,0
Silver,WEISSENFELD Johannes,M,GER,Men's Eight,Rowing,Tokyo,Germany,2020 Tokyo,2020,76,140,21,Summer,0
Silver,ROGGENSACK Olaf,M,GER,Men's Eight,Rowing,Tokyo,Germany,2020 Tokyo,2020,127,178,28,Summer,0
Bronze,BUGAJSKI Josh,M,GBR,Men's Eight,Rowing,Tokyo,UK,2020 Tokyo,2020,50,188,24,Summer,0
Bronze,DAWSON Jacob,M,GBR,Men's Eight,Rowing,Tokyo,UK,2020 Tokyo,2020,70,188,18,Summer,0
Bronze,ELWES Charles,M,GBR,Men's Eight,Rowing,Tokyo,UK,2020 Tokyo,2020,90,152,30,Summer,0
Bronze,FIELDMAN Henry,M,GBR,Men's Eight,Rowing,Tokyo,UK,2020 Tokyo,2020,127,174,20,Summer,0
Bronze,FORD Tom,M,GBR,Men's Eight,Rowing,Tokyo,UK,2020 Tokyo,2020,145,145,31,Summer,0
Bronze,GEORGE Tom,M,GBR,Men's Eight,Rowing,Tokyo,UK,2020 Tokyo,2020,96,157,21,Summer,0
Bronze,RUDKIN James,M,GBR,Men's Eight,Rowing,Tokyo,UK,2020 Tokyo,2020,72,164,26,Summer,0
Bronze,SBIHI Mohamed,M,GBR,Men's Eight,Rowing,Tokyo,UK,2020 Tokyo,2020,147,144,28,Summer,0
Bronze,WYNNE-GRIFFITH Oliver,M,GBR,Men's Eight,Rowing,Tokyo,UK,2020 Tokyo,2020,134,151,31,Summer,0
Gold,NTOUSKOS Stefanos,M,GRE,Men's Single Sculls,Rowing,Tokyo,Greece,2020 Tokyo,2020,120,167,22,Summer,0
Silver,BORCH Kjetil,M,NOR,Men's Single Sculls,Rowing,Tokyo,Norway,2020 Tokyo,2020,115,189,32,Summer,0
Bronze,MARTIN Damir,M,CRO,Men's Single Sculls,Rowing,Tokyo,Croatia,2020 Tokyo,2020,126,206,25,Summer,0
Gold,GRAINGER Susanne,W,CAN,Women's Eight,Rowing,Tokyo,Canada,2020 Tokyo,2020,63,184,25,Summer,0
Gold,GRUCHALLA-WESIERSKI Kasia,W,CAN,Women's Eight,Rowing,Tokyo,Canada,2020 Tokyo,2020,81,150,18,Summer,0
Gold,KIT Kristen,W,CAN,Women's Eight,Rowing,Tokyo,Canada,2020 Tokyo,2020,88,207,29,Summer,0
Gold,MAILEY Madison,W,CAN,Women's Eight,Rowing,Tokyo,Canada,2020 Tokyo,2020,65,206,27,Summer,0
Gold,PAYNE Sydney,W,CAN,Women's Eight,Rowing,Tokyo,Canada,2020 Tokyo,2020,91,172,26,Summer,0
Gold,PROSKE Andrea,W,CAN,Women's Eight,Rowing,Tokyo,Canada,2020 Tokyo,2020,140,146,34,Summer,0
Gold,ROMAN Lisa,W,CAN,Women's Eight,Rowing,Tokyo,Canada,2020 Tokyo,2020,93,177,18,Summer,0
Gold,ROPER Christine,W,CAN,Women's Eight,Rowing,Tokyo,Canada,2020 Tokyo,2020,104,197,23,Summer,0
Gold,WASTENEYS Avalon,W,CAN,Women's Eight,Rowing,Tokyo,Canada,2020 Tokyo,2020,146,184,21,Summer,0
Silver,DYKE Emma,W,NZL,Women's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,124,163,29,Summer,0
Silver,GOWLER Jackie,W,NZL,Women's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,128,199,33,Summer,0
Silver,GOWLER Kerri,W,NZL,Women's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,75,175,34,Summer,0
Silver,BEVAN Kelsey,W,NZL,Women's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,135,159,19,Summer,0
Silver,PRENDERGAST Grace,W,NZL,Women's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,82,194,27,Summer,0
Silver,ROSS Beth,W,NZL,Women's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,125,181,21,Summer,0
Silver,SHEPHERD Caleb,W,NZL,Women's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,150,199,19,Summer,0
Silver,SPOORS Lucy,W,NZL,Women's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,51,195,29,Summer,0
Silver,GREENSLADE Ella,W,NZL,Women's Eight,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,116,149,34,Summer,0
Bronze,ZHANG Min,W,CHN,Women's Eight,Rowing,Tokyo,China,2020 Tokyo,2020,75,157,18,Summer,0
Bronze,GUO Linlin,W,CHN,Women's Eight,Rowing,Tokyo,China,2020 Tokyo,2020,50,151,21,Summer,0
Bronze,JU Rui,W,CHN,Women's Eight,Rowing,Tokyo,China,2020 Tokyo,2020,61,144,24,Summer,0
Bronze,LI Jingjing,W,CHN,Women's Eight,Rowing,Tokyo,China,2020 Tokyo,2020,126,152,19,Summer,0
Bronze,MIAO Tian,W,CHN,Women's Eight,Rowing,Tokyo,China,2020 Tokyo,2020,122,177,24,Summer,0
Bronze,WANG Yuwei,W,CHN,Women's Eight,Rowing,Tokyo,China,2020 Tokyo,2020,109,205,24,Summer,0
Bronze,WANG Zifeng,W,CHN,Women's Eight,Rowing,Tokyo,China,2020 Tokyo,2020,117,184,27,Summer,0
Bronze,XU Fei,W,CHN,Women's Eight,Rowing,Tokyo,China,2020 Tokyo,2020,144,186,28,Summer,0
Bronze,ZHANG Dechang,W,CHN,Women's Eight,Rowing,Tokyo,China,2020 Tokyo,2020,65,192,30,Summer,0
Gold,TWIGG Emma,W,NZL,Women's Single Sculls,Rowing,Tokyo,New Zealand,2020 Tokyo,2020,136,158,18,Summer,0
Silver,PRAKATSEN Hanna,W,ROC,Women's Single Sculls,Rowing,Tokyo,,2020 Tokyo,2020,81,152,27,Summer,0
Bronze,LOBNIG Magdalena,W,AUT,Women's Single Sculls,Rowing,Tokyo,Austria,2020 Tokyo,2020,79,140,27,Summer,0
Gold,BATSARASHKINA Vitalina,W,ROC,25m Pistol Women,Shooting,Tokyo,,2020 Tokyo,2020,56,172,19,Summer,0
Silver,KIM Minjung,W,KOR,25m Pistol Women,Shooting,Tokyo,South Korea,2020 Tokyo,2020,134,184,30,Summer,0
Bronze,XIAO Jiaruixuan,W,CHN,25m Pistol Women,Shooting,Tokyo,China,2020 Tokyo,2020,118,190,18,Summer,0
Gold,RYLOV Evgeny,M,ROC,Men's 200m Backstroke,Swimming,Tokyo,,2020 Tokyo,2020,148,143,25,Summer,0
Silver,MURPHY Ryan,M,USA,Men's 200m Backstroke,Swimming,Tokyo,USA,2020 Tokyo,2020,131,180,28,Summer,0
Bronze,GREENBANK Luke,M,GBR,Men's 200m Backstroke,Swimming,Tokyo,UK,2020 Tokyo,2020,137,163,28,Summer,0
Gold,WANG Shun,M,CHN,Men's 200m Individual Medley,Swimming,Tokyo,China,2020 Tokyo,2020,92,183,34,Summer,0
Silver,SCOTT Duncan,M,GBR,Men's 200m Individual Medley,Swimming,Tokyo,UK,2020 Tokyo,2020,97,208,20,Summer,0
Bronze,DESPLANCHES Jeremy,M,SUI,Men's 200m Individual Medley,Swimming,Tokyo,Switzerland,2020 Tokyo,2020,60,199,32,Summer,0
Gold,McKEON Emma,W,AUS,Women's 100m Freestyle,Swimming,Tokyo,Australia,2020 Tokyo,2020,97,145,20,Summer,0
Silver,HAUGHEY Siobhan Bernadette,W,HKG,Women's 100m Freestyle,Swimming,Tokyo,China,2020 Tokyo,2020,108,201,23,Summer,0
Bronze,CAMPBELL Cate,W,AUS,Women's 100m Freestyle,Swimming,Tokyo,Australia,2020 Tokyo,2020,112,172,31,Summer,0
Gold,SCHOENMAKER Tatjana,W,RSA,Women's 200m Breaststroke,Swimming,Tokyo,South Africa,2020 Tokyo,2020,96,149,26,Summer,0
Silver,KING Lilly,W,USA,Women's 200m Breaststroke,Swimming,Tokyo,USA,2020 Tokyo,2020,126,140,26,Summer,0
Bronze,LAZOR Annie,W,USA,Women's 200m Breaststroke,Swimming,Tokyo,USA,2020 Tokyo,2020,136,140,20,Summer,0
Gold,MA Long,M,CHN,Men's Singles,Table Tennis,Tokyo,China,2020 Tokyo,2020,126,193,21,Summer,0
Silver,FAN Zhendong,M,CHN,Men's Singles,Table Tennis,Tokyo,China,2020 Tokyo,2020,123,146,31,Summer,0
Bronze,OVTCHAROV Dimitrij,M,GER,Men's Singles,Table Tennis,Tokyo,Germany,2020 Tokyo,2020,114,199,26,Summer,0
Gold,MEKTIC Nikola,M,CRO,Men's Doubles,Tennis,Tokyo,Croatia,2020 Tokyo,2020,88,160,25,Summer,0
Gold,PAVIC Mate,M,CRO,Men's Doubles,Tennis,Tokyo,Croatia,2020 Tokyo,2020,52,164,34,Summer,0
Silver,CILIC Marin,M,CRO,Men's Doubles,Tennis,Tokyo,Croatia,2020 Tokyo,2020,150,184,19,Summer,0
Silver,DODIG Ivan,M,CRO,Men's Doubles,Tennis,Tokyo,Croatia,2020 Tokyo,2020,60,158,33,Summer,0
Bronze,DANIELL Marcus,M,NZL,Men's Doubles,Tennis,Tokyo,New Zealand,2020 Tokyo,2020,56,177,26,Summer,0
Bronze,VENUS Michael,M,NZL,Men's Doubles,Tennis,Tokyo,New Zealand,2020 Tokyo,2020,131,154,20,Summer,0
Gold,ZHU Xueying,W,CHN,Women,Trampoline Gymnastics,Tokyo,China,2020 Tokyo,2020,59,157,33,Summer,0
Silver,LIU Lingling,W,CHN,Women,Trampoline Gymnastics,Tokyo,China,2020 Tokyo,2020,95,161,24,Summer,0
Bronze,PAGE Bryony,W,GBR,Women,Trampoline Gymnastics,Tokyo,UK,2020 Tokyo,2020,67,193,22,Summer,0
Gold,GAZOZ Mete,M,TUR,Men's Individual,Archery,Tokyo,Turkey,2020 Tokyo,2020,128,199,18,Summer,0
Silver,NESPOLI Mauro,M,ITA,Men's Individual,Archery,Tokyo,Italy,2020 Tokyo,2020,98,171,24,Summer,0
Bronze,FURUKAWA Takaharu,M,JPN,Men's Individual,Archery,Tokyo,Japan,2020 Tokyo,2020,106,193,18,Summer,0
Gold,HOLUB-KOWALIK Malgorzata,X,POL,4 x 400m Relay Mixed,Athletics,Tokyo,Poland,2020 Tokyo,2020,53,167,22,Summer,0
Gold,KACZMAREK Natalia,X,POL,4 x 400m Relay Mixed,Athletics,Tokyo,Poland,2020 Tokyo,2020,82,158,24,Summer,0
Gold,BAUMGART-WITAN Iga,X,POL,4 x 400m Relay Mixed,Athletics,Tokyo,Poland,2020 Tokyo,2020,124,166,31,Summer,0
Gold,SWIETY-ERSETIC Justyna,X,POL,4 x 400m Relay Mixed,Athletics,Tokyo,Poland,2020 Tokyo,2020,150,148,23,Summer,0
Gold,DUSZYNSKI Kajetan,X,POL,4 x 400m Relay Mixed,Athletics,Tokyo,Poland,2020 Tokyo,2020,129,152,26,Summer,0
Gold,ZALEWSKI Karol,X,POL,4 x 400m Relay Mixed,Athletics,Tokyo,Poland,2020 Tokyo,2020,94,142,26,Summer,0
Gold,KOWALUK Dariusz,X,POL,4 x 400m Relay Mixed,Athletics,Tokyo,Poland,2020 Tokyo,2020,79,170,25,Summer,0
Silver,OGANDO Alexander,X,DOM,4 x 400m Relay Mixed,Athletics,Tokyo,Dominican Republic,2020 Tokyo,2020,67,200,26,Summer,0
Silver,SANTOS Luguelin,X,DOM,4 x 400m Relay Mixed,Athletics,Tokyo,Dominican Republic,2020 Tokyo,2020,114,205,33,Summer,0
Silver,FELIZ Lidio Andres,X,DOM,4 x 400m Relay Mixed,Athletics,Tokyo,Dominican Republic,2020 Tokyo,2020,108,193,32,Summer,0
Silver,PAULINO Marileidy,X,DOM,4 x 400m Relay Mixed,Athletics,Tokyo,Dominican Republic,2020 Tokyo,2020,58,200,24,Summer,0
Silver,MEDINA VENTURA Anabel,X,DOM,4 x 400m Relay Mixed,Athletics,Tokyo,Dominican Republic,2020 Tokyo,2020,52,192,18,Summer,0
Bronze,GODWIN Elija,X,USA,4 x 400m Relay Mixed,Athletics,Tokyo,USA,2020 Tokyo,2020,143,161,30,Summer,0
Bronze,DEADMON Bryce,X,USA,4 x 400m Relay Mixed,Athletics,Tokyo,USA,2020 Tokyo,2020,69,141,28,Summer,0
Bronze,ELLIS Kendall,X,USA,4 x 400m Relay Mixed,Athletics,Tokyo,USA,2020 Tokyo,2020,150,141,32,Summer,0
Bronze,WHITNEY Kaylin,X,USA,4 x 400m Relay Mixed,Athletics,Tokyo,USA,2020 Tokyo,2020,132,187,28,Summer,0
Bronze,STEWART Trevor,X,USA,4 x 400m Relay Mixed,Athletics,Tokyo,USA,2020 Tokyo,2020,82,151,24,Summer,0
Bronze,MANSON Taylor,X,USA,4 x 400m Relay Mixed,Athletics,Tokyo,USA,2020 Tokyo,2020,102,167,31,Summer,0
Bronze,IRBY Lynna,X,USA,4 x 400m Relay Mixed,Athletics,Tokyo,USA,2020 Tokyo,2020,67,162,21,Summer,0
Bronze,NORWOOD Vernon,X,USA,4 x 400m Relay Mixed,Athletics,Tokyo,USA,2020 Tokyo,2020,146,166,33,Summer,0
Gold,STAHL Daniel,M,SWE,Men's Discus Throw,Athletics,Tokyo,Sweden,2020 Tokyo,2020,62,177,19,Summer,0
Silver,PETTERSSON Simon,M,SWE,Men's Discus Throw,Athletics,Tokyo,Sweden,2020 Tokyo,2020,103,160,19,Summer,0
Bronze,WEISSHAIDINGER Lukas,M,AUT,Men's Discus Throw,Athletics,Tokyo,Austria,2020 Tokyo,2020,108,202,18,Summer,0
Gold,THOMPSON-HERAH Elaine,W,JAM,Women's 100m,Athletics,Tokyo,Jamaica,2020 Tokyo,2020,119,191,25,Summer,0
Silver,FRASER-PRYCE Shelly-Ann,W,JAM,Women's 100m,Athletics,Tokyo,Jamaica,2020 Tokyo,2020,97,170,31,Summer,0
Bronze,JACKSON Shericka,W,JAM,Women's 100m,Athletics,Tokyo,Jamaica,2020 Tokyo,2020,113,201,30,Summer,0
Gold,WANG Chi-Lin,M,TPE,Men's Doubles,Badminton,Tokyo,Taiwan,2020 Tokyo,2020,144,195,21,Summer,0
Gold,LEE Yang,M,TPE,Men's Doubles,Badminton,Tokyo,Taiwan,2020 Tokyo,2020,123,171,26,Summer,0
Silver,LI Jun Hui,M,CHN,Men's Doubles,Badminton,Tokyo,China,2020 Tokyo,2020,68,182,28,Summer,0
Silver,LIU Yu Chen,M,CHN,Men's Doubles,Badminton,Tokyo,China,2020 Tokyo,2020,150,146,18,Summer,0
Bronze,CHIA Aaron,M,MAS,Men's Doubles,Badminton,Tokyo,Malaysia,2020 Tokyo,2020,128,153,23,Summer,0
Bronze,SOH Wooi Yik,M,MAS,Men's Doubles,Badminton,Tokyo,Malaysia,2020 Tokyo,2020,96,199,20,Summer,0
Bronze,TESTA Irma,W,ITA,Women's Feather (54-57kg),Boxing,Tokyo,Italy,2020 Tokyo,2020,51,168,27,Summer,0
Bronze,ARTINGSTALL Karriss,W,GBR,Women's Feather (54-57kg),Boxing,Tokyo,UK,2020 Tokyo,2020,145,195,18,Summer,0
Gold,POZDNIAKOVA Sofia,W,ROC,Women's Sabre Team,Fencing,Tokyo,,2020 Tokyo,2020,112,162,32,Summer,0
Gold,NIKITINA Olga,W,ROC,Women's Sabre Team,Fencing,Tokyo,,2020 Tokyo,2020,113,155,18,Summer,0
Gold,VELIKAYA Sofya,W,ROC,Women's Sabre Team,Fencing,Tokyo,,2020 Tokyo,2020,53,203,21,Summer,0
Silver,BALZER Sara,W,FRA,Women's Sabre Team,Fencing,Tokyo,France,2020 Tokyo,2020,71,208,18,Summer,0
Silver,BERDER Cecilia,W,FRA,Women's Sabre Team,Fencing,Tokyo,France,2020 Tokyo,2020,63,204,27,Summer,0
Silver,BRUNET Manon,W,FRA,Women's Sabre Team,Fencing,Tokyo,France,2020 Tokyo,2020,54,207,31,Summer,0
Silver,LEMBACH Charlotte,W,FRA,Women's Sabre Team,Fencing,Tokyo,France,2020 Tokyo,2020,124,154,32,Summer,0
Bronze,KIM Jiyeon,W,KOR,Women's Sabre Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,55,150,20,Summer,0
Bronze,YOON Jisu,W,KOR,Women's Sabre Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,148,196,29,Summer,0
Bronze,SEO Jiyeon,W,KOR,Women's Sabre Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,126,161,28,Summer,0
Bronze,CHOI Sooyeon,W,KOR,Women's Sabre Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,104,192,34,Summer,0
Gold,BUCHARD Amandine,X,FRA,Mixed Team,Judo,Tokyo,France,2020 Tokyo,2020,76,189,26,Summer,0
Gold,RINER Teddy,X,FRA,Mixed Team,Judo,Tokyo,France,2020 Tokyo,2020,135,161,27,Summer,0
Gold,le BLOUCH Kilian,X,FRA,Mixed Team,Judo,Tokyo,France,2020 Tokyo,2020,92,155,29,Summer,0
Gold,CHAINE Guillaume,X,FRA,Mixed Team,Judo,Tokyo,France,2020 Tokyo,2020,76,193,20,Summer,0
Gold,CLERGET Axel,X,FRA,Mixed Team,Judo,Tokyo,France,2020 Tokyo,2020,50,144,20,Summer,0
Gold,IDDIR Alexandre,X,FRA,Mixed Team,Judo,Tokyo,France,2020 Tokyo,2020,92,166,28,Summer,0
Gold,DICKO Romane,X,FRA,Mixed Team,Judo,Tokyo,France,2020 Tokyo,2020,119,189,33,Summer,0
Gold,MALONGA Madeleine,X,FRA,Mixed Team,Judo,Tokyo,France,2020 Tokyo,2020,59,152,24,Summer,0
Gold,AGBEGNENOU Clarisse,X,FRA,Mixed Team,Judo,Tokyo,France,2020 Tokyo,2020,116,146,31,Summer,0
Gold,PINOT Margaux,X,FRA,Mixed Team,Judo,Tokyo,France,2020 Tokyo,2020,126,193,28,Summer,0
Gold,CYSIQUE Sarah Leonie,X,FRA,Mixed Team,Judo,Tokyo,France,2020 Tokyo,2020,105,167,22,Summer,0
Silver,ABE Uta,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,62,179,32,Summer,0
Silver,ARAI Chizuru,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,108,170,21,Summer,0
Silver,YOSHIDA Tsukasa,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,124,165,33,Summer,0
Silver,TASHIRO Miku,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,81,205,26,Summer,0
Silver,SONE Akira,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,70,188,21,Summer,0
Silver,HARASAWA Hisayoshi,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,78,162,27,Summer,0
Silver,HAMADA Shori,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,126,195,32,Summer,0
Silver,NAGASE Takanori,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,124,144,26,Summer,0
Silver,WOLF Aaron,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,120,193,18,Summer,0
Silver,MUKAI Shoichiro,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,122,179,33,Summer,0
Silver,ONO Shohei,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,149,209,33,Summer,0
Silver,ABE Hifumi,X,JPN,Mixed Team,Judo,Tokyo,Japan,2020 Tokyo,2020,94,176,20,Summer,0
Bronze,MUKI Sagi,X,ISR,Mixed Team,Judo,Tokyo,Israel,2020 Tokyo,2020,82,191,25,Summer,0
Bronze,BUTBUL Tohar,X,ISR,Mixed Team,Judo,Tokyo,Israel,2020 Tokyo,2020,150,192,32,Summer,0
Bronze,SASSON Or,X,ISR,Mixed Team,Judo,Tokyo,Israel,2020 Tokyo,2020,87,198,22,Summer,0
Bronze,KOCHMAN Li,X,ISR,Mixed Team,Judo,Tokyo,Israel,2020 Tokyo,2020,111,166,32,Summer,0
Bronze,SHMAILOV Baruch,X,ISR,Mixed Team,Judo,Tokyo,Israel,2020 Tokyo,2020,75,164,19,Summer,0
Bronze,PALTCHIK Peter,X,ISR,Mixed Team,Judo,Tokyo,Israel,2020 Tokyo,2020,123,198,21,Summer,0
Bronze,LANIR Inbar,X,ISR,Mixed Team,Judo,Tokyo,Israel,2020 Tokyo,2020,79,175,25,Summer,0
Bronze,SHARIR Gili,X,ISR,Mixed Team,Judo,Tokyo,Israel,2020 Tokyo,2020,139,196,28,Summer,0
Bronze,HERSHKO Raz,X,ISR,Mixed Team,Judo,Tokyo,Israel,2020 Tokyo,2020,76,147,34,Summer,0
Bronze,NELSON LEVY Timna,X,ISR,Mixed Team,Judo,Tokyo,Israel,2020 Tokyo,2020,113,169,25,Summer,0
Bronze,RISHONY Shira,X,ISR,Mixed Team,Judo,Tokyo,Israel,2020 Tokyo,2020,56,187,27,Summer,0
Bronze,WAGNER Anna-Maria,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,56,178,30,Summer,0
Bronze,MENZ Katharina,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,51,179,20,Summer,0
Bronze,SCOCCIMARRO Giovanna,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,135,142,34,Summer,0
Bronze,FREY Karl-Richard,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,95,193,18,Summer,0
Bronze,RESSEL Dominic,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,131,181,33,Summer,0
Bronze,SEIDL Sebastian,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,88,144,22,Summer,0
Bronze,WANDTKE Igor,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,147,199,33,Summer,0
Bronze,FREY Johannes,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,146,176,31,Summer,0
Bronze,TRIPPEL Eduard,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,128,150,19,Summer,0
Bronze,TRAJDOS Martyna,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,89,205,19,Summer,0
Bronze,STOLL Theresa,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,94,151,22,Summer,0
Bronze,GRABOWSKI Jasmin,X,GER,Mixed Team,Judo,Tokyo,Germany,2020 Tokyo,2020,135,161,28,Summer,0
Gold,BLYDE Michaela,W,NZL,Women,Rugby Sevens,Tokyo,New Zealand,2020 Tokyo,2020,130,157,21,Summer,0
